"","year","site","transect","plantID","h_apical","h_apical.next","stem_width","aliveJune","surv","fec.flower","N_pods","per.leaves.dam","herb_avg","seedling","munched","log_herb_avg"
"1","2013","BLD1","40","4000",47.2,58.4,2.7,1,1,0,0,0,0,1,0,-2.30258509299405
"2","2013","BLD1","40","4001",38.5,84.2,9.5,1,1,0,0,6.25,0.0736169252637208,0,1,-1.75090398574953
"3","2013","BLD1","40","4002",43.9,68.6,5.7,1,1,0,0,0,0,0,0,-2.30258509299405
"4","2013","BLD1","40","4003",17,NA,7.5,1,0,0,NA,12.5,0.153087020797318,0,1,-1.3740218936732
"5","2013","BLD1","40","4004",64.4,109.5,10.4,1,1,0,6,0,0,0,0,-2.30258509299405
"6","2013","BLD1","40","4005",75,97.6,14.8,1,1,1,5,0,0,0,0,-2.30258509299405
"7","2013","BLD1","40","4006",72.4,102,12.2,1,1,1,6,0,0,0,0,-2.30258509299405
"8","2013","BLD1","40","4007",10.5,117.1,11,1,1,0,8,0,0,0,0,-2.30258509299405
"9","2013","BLD1","40","4008",72,96.8,13.9,1,1,1,8,0,0,0,0,-2.30258509299405
"10","2013","BLD1","40","4009",67.9,113.5,11.4,1,1,0,4,4.16666666666667,0.0484603350208625,0,1,-1.90743746065469
"11","2013","BLD1","40","4010",74.4,124.5,11.8,1,1,1,7,0,0,0,0,-2.30258509299405
"12","2013","BLD1","40","4011",56.5,126.4,11.5,1,1,0,0,0,0,0,0,-2.30258509299405
"13","2013","BLD1","40","4012",41.9,110.8,9.4,1,1,0,0,0,0,0,0,-2.30258509299405
"14","2013","BLD1","40","4013",57.5,102.4,11.1,1,1,0,5,0,0,0,0,-2.30258509299405
"15","2013","BLD1","40","4014",62.9,99.5,12.4,1,1,0,4,0,0,0,0,-2.30258509299405
"16","2013","BLD1","40","4015",65,112.8,9.5,1,1,1,5,0,0,0,0,-2.30258509299405
"17","2013","BLD1","40","4016",62,97.4,11.2,1,1,1,2,0,0,0,0,-2.30258509299405
"18","2013","BLD1","40","4017",55.8,93.4,9.1,1,1,0,0,0,0,0,0,-2.30258509299405
"19","2013","BLD1","40","4018",40.8,126.5,5,1,1,0,6,0,0,0,0,-2.30258509299405
"20","2013","BLD1","40","4019",63.5,97.1,9.8,1,1,0,5,13.6363636363636,0.168219923728578,0,1,-1.31594802406081
"21","2013","BLD1","40","4020",25,89.6,8.4,1,1,0,3,30.7692307692308,0.426376553523774,0,1,-0.641738441141259
"22","2013","BLD1","40","4021",70,111.5,11.6,1,1,0,5,0,0,0,0,-2.30258509299405
"23","2013","BLD1","40","4022",64.5,107.9,11.4,1,1,0,5,4.54545454545455,0.0529870579899805,0,1,-1.87740194946827
"24","2013","BLD1","40","4023",65,102,9.5,1,1,0,2,0,0,0,0,-2.30258509299405
"25","2013","BLD1","40","4024",39,71.6,6.2,1,1,0,0,0,0,0,0,-2.30258509299405
"26","2013","BLD1","40","4025",69,113.5,12,1,1,1,5,0,0,0,0,-2.30258509299405
"27","2013","BLD1","40","4026",59.3,54.2,4.4,1,1,0,0,0,0,0,0,-2.30258509299405
"28","2013","BLD1","40","4027",28,84.7,8.1,1,1,0,0,0,0,0,0,-2.30258509299405
"29","2013","BLD1","40","4028",61.8,11.9,11.4,1,1,0,4,0,0,0,0,-2.30258509299405
"30","2013","BLD1","40","4029",35,63.9,4.1,1,1,0,0,0,0,0,0,-2.30258509299405
"31","2013","BLD1","40","4030",44,80.3,5.9,1,1,0,0,7.14285714285714,0.0845956937982129,0,1,-1.68958728438908
"32","2013","BLD1","40","4031",40,78.2,6.9,1,1,0,0,0,0,0,0,-2.30258509299405
"33","2013","BLD1","40","4032",71.5,118.6,12.5,1,1,0,4,7.69230769230769,0.0914120013270095,0,1,-1.65332709907109
"34","2013","BLD1","40","4033",20,NA,3.6,1,0,0,NA,20,0.257209432825209,0,1,-1.02943302264311
"35","2013","BLD1","40","4034",25.5,NA,2.5,1,0,0,NA,16.6666666666667,0.209672954106757,1,1,-1.17223852514558
"36","2013","BLD1","40","4035",29.5,NA,4.1,1,0,0,NA,0,0,0,0,-2.30258509299405
"37","2013","BLD1","40","4036",78.5,124.5,13.3,1,1,1,6,0,0,0,0,-2.30258509299405
"38","2013","BLD1","40","4037",75.3,122.6,14,1,1,1,7,0,0,0,0,-2.30258509299405
"39","2013","BLD1","40","4038",75.5,108.5,13.2,1,1,1,4,0,0,0,0,-2.30258509299405
"40","2013","BLD1","40","4039",63,107.3,1.2,1,1,1,5,0,0,1,0,-2.30258509299405
"41","2013","BLD1","40","4040",56,117.5,3.1,1,1,0,6,50,0.804160939538949,0,1,-0.100747903972064
"42","2013","BLD1","40","4041",65.5,114.4,10.2,1,1,0,4,0,0,0,0,-2.30258509299405
"43","2013","BLD1","40","4042",54,120.6,10.8,1,1,0,4,0,0,0,0,-2.30258509299405
"44","2013","BLD1","40","4043",79.9,116.5,13.5,1,1,1,12,7.14285714285714,0.0845956937982129,0,1,-1.68958728438908
"45","2013","BLD1","40","4044",36.1,78.1,4.1,1,1,0,0,0,0,0,0,-2.30258509299405
"46","2013","BLD1","40","4045",55.5,90.2,10.1,1,1,1,3,0,0,0,0,-2.30258509299405
"47","2013","BLD1","40","4046",56,95.3,9.5,1,1,0,0,10,0.120552625294354,0,1,-1.51161894910437
"48","2013","BLD1","40","4047",18,NA,8.6,1,0,0,NA,100,2.76180433506733,0,1,1.05145231229379
"49","2013","BLD1","40","4048",77.5,166.8,14.5,1,1,1,9,0,0,0,0,-2.30258509299405
"50","2013","BLD1","40","4049",69.5,115.8,11.5,1,1,1,4,0,0,0,0,-2.30258509299405
"51","2013","BLD1","40","4050",76.3,147,13,1,1,1,7,0,0,0,0,-2.30258509299405
"52","2013","BLD1","40","4051",84.9,172,15.2,1,1,1,5,0,0,0,0,-2.30258509299405
"53","2013","BLD1","40","4052",70.1,99,12.5,1,1,1,6,0,0,0,0,-2.30258509299405
"54","2013","BLD1","40","4053",68.5,91.5,11.9,1,1,1,5,0,0,0,0,-2.30258509299405
"55","2013","BLD1","40","4054",24.5,NA,3,1,0,0,NA,0,0,1,0,-2.30258509299405
"56","2013","BLD1","40","4055",69.8,175,13.5,1,1,0,1,6.25,0.0736169252637208,0,1,-1.75090398574953
"57","2013","BLD1","40","4056",28,NA,3.5,1,0,0,NA,25,0.332620167518919,0,1,-0.837895147227312
"58","2013","BLD1","40","4057",42.8,86.5,5,1,1,0,0,0,0,0,0,-2.30258509299405
"59","2013","BLD1","40","4058",66.5,111.4,11.1,1,1,1,3,4.54545454545455,0.0529870579899805,0,1,-1.87740194946827
"60","2013","BLD1","40","4059",66.5,116,9,1,1,1,6,15,0.186672839931921,0,1,-1.24941364398832
"61","2013","BLD1","40","4060",62.1,98.4,10.6,1,1,1,0,0,0,0,0,-2.30258509299405
"62","2013","BLD1","40","4061",50.5,97.5,6.2,1,1,0,0,6.25,0.0736169252637208,0,1,-1.75090398574953
"63","2013","BLD1","40","4062",84.7,154.5,14.1,1,1,1,8,4.16666666666667,0.0484603350208625,0,1,-1.90743746065469
"64","2013","BLD1","40","4063",84,160,14.1,1,1,1,9,0,0,0,0,-2.30258509299405
"65","2013","BLD1","40","4064",71.2,117.3,9.2,1,1,0,10,4.16666666666667,0.0484603350208625,0,1,-1.90743746065469
"66","2013","BLD1","40","4065",63.5,125.5,11,1,1,0,6,5,0.0584466075527783,0,1,-1.84233760328092
"67","2013","BLD1","40","4066",73.2,139.8,14.6,1,1,1,4,4.34782608695652,0.0506227021859472,0,1,-1.89297723005061
"68","2013","BLD1","40","4067",85,124.5,23.1,1,1,1,4,0,0,0,0,-2.30258509299405
"69","2013","BLD1","40","4068",74.2,126.5,13.5,1,1,1,7,16,0.200413057476056,0,1,-1.20259689307258
"70","2013","BLD1","40","4069",53.3,99.5,7.5,1,1,0,0,0,0,0,0,-2.30258509299405
"71","2013","BLD1","40","4070",73.5,122.3,11.6,1,1,0,5,12.5,0.153087020797318,0,1,-1.3740218936732
"72","2013","BLD1","40","4071",68,137.8,10.5,1,1,0,8,0,0,0,0,-2.30258509299405
"73","2013","BLD1","40","4072",74.1,105,10.3,1,1,1,3,4.16666666666667,0.0484603350208625,0,1,-1.90743746065469
"74","2013","BLD1","40","4073",77.4,134.3,13.6,1,1,1,12,15.3846153846154,0.191936466642749,0,1,-1.2312190803784
"75","2013","BLD1","40","4074",63.6,117.3,9.7,1,1,1,9,5,0.0584466075527783,0,1,-1.84233760328092
"76","2013","BLD1","40","4075",64,113.8,10,1,1,1,4,4.76190476190476,0.0555830909560875,0,1,-1.86057534309088
"77","2013","BLD1","40","4076",75.2,137.4,12.3,1,1,1,7,5.55555555555556,0.0651604488895417,0,1,-1.80083786006081
"78","2013","BLD1","40","4077",69.8,157,14,1,1,1,12,0,0,0,0,-2.30258509299405
"79","2013","BLD1","40","4078",80,147.8,14,1,1,1,6,9.09090909090909,0.108973029510275,0,1,-1.56555008074978
"80","2013","BLD1","40","4079",72.9,145.5,9.2,1,1,1,7,13.6363636363636,0.168219923728578,0,1,-1.31594802406081
"81","2013","BLD1","40","4080",73.4,125.5,12.1,1,1,1,1,0,0,0,0,-2.30258509299405
"82","2013","BLD1","40","4081",79,152.3,12.5,1,1,1,4,0,0,0,0,-2.30258509299405
"83","2013","BLD1","40","4082",78,137.6,11,1,1,1,3,0,0,0,0,-2.30258509299405
"84","2013","BLD1","40","4083",47.2,94,6.5,1,1,0,0,6.25,0.0736169252637208,0,1,-1.75090398574953
"85","2013","BLD1","40","4084",79.1,141.1,11.2,1,1,1,5,0,0,0,0,-2.30258509299405
"86","2013","BLD1","40","4085",84,148.3,13.2,1,1,1,3,0,0,0,0,-2.30258509299405
"87","2013","BLD1","40","4090",86,148,15.7,1,1,1,6,0,0,0,0,-2.30258509299405
"88","2013","BLD1","42","4100",74,90.6,10.4,1,1,1,0,10.5263157894737,0.127317051304885,0,1,-1.48140953419777
"89","2013","BLD1","42","4101",92.6,131.5,13.5,1,1,1,2,5,0.0584466075527783,0,1,-1.84233760328092
"90","2013","BLD1","42","4102",69.7,124.8,9.9,1,1,1,2,4.34782608695652,0.0506227021859472,0,1,-1.89297723005061
"91","2013","BLD1","42","4103",75,108.7,11.1,1,1,1,0,0,0,0,0,-2.30258509299405
"92","2013","BLD1","42","4104",83.1,136.5,12.4,1,1,1,4,0,0,0,0,-2.30258509299405
"93","2013","BLD1","42","4105",76.5,100.5,10.1,1,1,1,0,4.16666666666667,0.0484603350208625,0,1,-1.90743746065469
"94","2013","BLD1","42","4106",70.5,102.4,10.1,1,1,1,0,4.16666666666667,0.0484603350208625,0,1,-1.90743746065469
"95","2013","BLD1","42","4107",76.5,140.1,10.7,1,1,1,1,0,0,0,0,-2.30258509299405
"96","2013","BLD1","42","4108",77,95.7,9.8,1,1,1,1,0,0,0,0,-2.30258509299405
"97","2013","BLD1","42","4109",82.5,130.3,11.6,1,1,1,3,18.1818181818182,0.231021186980196,0,1,-1.10557289664995
"98","2013","BLD1","42","4110",71.5,114.4,9.4,1,1,1,1,5,0.0584466075527783,0,1,-1.84233760328092
"99","2013","BLD1","42","4111",77,123.8,9.1,1,1,1,0,4.54545454545455,0.0529870579899805,0,1,-1.87740194946827
"100","2013","BLD1","42","4112",84.7,136.8,12,1,1,1,3,0,0,0,0,-2.30258509299405
"101","2013","BLD1","42","4113",77.5,123.5,9.2,1,1,1,0,0,0,0,0,-2.30258509299405
"102","2013","BLD1","42","4114",82.5,112.7,9.7,1,1,1,1,4.54545454545455,0.0529870579899805,0,1,-1.87740194946827
"103","2013","BLD1","42","4115",91.3,139,13.3,1,1,1,3,8,0.0952493654878657,0,1,-1.63347774000967
"104","2013","BLD1","42","4116",78,96.3,11.5,1,1,1,1,0,0,0,0,-2.30258509299405
"105","2013","BLD1","42","4117",84.5,130.4,11.6,1,1,1,3,5.55555555555556,0.0651604488895417,0,1,-1.80083786006081
"106","2013","BLD1","42","4118",91.3,140.6,11.5,1,1,1,5,10,0.120552625294354,0,1,-1.51161894910437
"107","2013","BLD1","42","4119",77.8,135.2,11.2,1,1,1,1,10,0.120552625294354,0,1,-1.51161894910437
"108","2013","BLD1","42","4120",87.3,142.3,12.5,1,1,1,4,16.6666666666667,0.209672954106757,0,1,-1.17223852514558
"109","2013","BLD1","42","4121",71.3,91,9,1,1,0,0,0,0,0,0,-2.30258509299405
"110","2013","BLD1","42","4122",52.8,78.2,10.1,1,1,0,0,0,0,0,0,-2.30258509299405
"111","2013","BLD1","42","4123",73.7,153.8,10.4,1,1,1,4,0,0,0,0,-2.30258509299405
"112","2013","BLD1","42","4123",73.7,153.8,10.4,1,1,1,4,0,0,0,0,-2.30258509299405
"113","2013","BLD1","42","4123",73.7,153.8,10.4,1,1,1,4,0,0,0,0,-2.30258509299405
"114","2013","BLD1","42","4123",73.7,153.8,10.4,1,1,1,4,0,0,0,0,-2.30258509299405
"115","2013","BLD1","42","4124",111.5,163.4,13.9,1,1,1,4,4,0.0464751327932923,0,1,-1.92089960695813
"116","2013","BLD1","42","4125",91,154.6,12.2,1,1,1,2,0,0,0,0,-2.30258509299405
"117","2013","BLD1","42","4126",97,143.5,14.4,1,1,1,5,0,0,0,0,-2.30258509299405
"118","2013","BLD1","42","4127",90.5,154.6,12,1,1,1,2,0,0,0,0,-2.30258509299405
"119","2013","BLD1","42","4128",90.4,142.3,11,1,1,1,3,0,0,0,0,-2.30258509299405
"120","2013","BLD1","42","4129",87,145.5,20.1,1,1,1,4,0,0,0,0,-2.30258509299405
"121","2013","BLD1","42","4130",86.4,159.8,10.5,1,1,1,4,0,0,0,0,-2.30258509299405
"122","2013","BLD1","42","4131",88.3,144.6,12.6,1,1,1,5,0,0,0,0,-2.30258509299405
"123","2013","BLD1","42","4132",82.3,147.7,11.7,1,1,1,4,0,0,0,0,-2.30258509299405
"124","2013","BLD1","42","4133",106.5,178.5,15.1,1,1,1,6,0,0,0,0,-2.30258509299405
"125","2013","BLD1","42","4134",88.5,129.5,11.9,1,1,1,7,7.14285714285714,0.0845956937982129,0,1,-1.68958728438908
"126","2013","BLD1","42","4135",83.3,103.3,12.1,1,1,1,1,21.7391304347826,0.282861243869218,0,1,-0.960082642991214
"127","2013","BLD1","42","4136",61.5,94,8.5,1,1,0,0,10,0.120552625294354,0,1,-1.51161894910437
"128","2013","BLD1","42","4137",63.6,87.5,10.2,1,1,1,0,0,0,0,0,-2.30258509299405
"129","2013","BLD1","42","4138",16.3,NA,3,1,0,0,NA,20,0.257209432825209,1,1,-1.02943302264311
"130","2013","BLD1","42","4139",27.4,35.2,4.3,1,1,0,0,8.33333333333333,0.0994230225339571,0,1,-1.61232696907236
"131","2013","BLD1","42","4140",65.5,90,7.8,1,1,0,0,22.2222222222222,0.290094103733866,0,1,-0.941367277339289
"132","2013","BLD1","42","4141",33.5,NA,4.4,1,0,0,NA,0,0,0,0,-2.30258509299405
"133","2013","BLD1","42","4144",83,136.5,15.6,1,1,1,0,5,0.0584466075527783,0,1,-1.84233760328092
"134","2013","BLD1","42","4142",81.2,138.6,12.1,1,1,1,2,0,0,0,0,-2.30258509299405
"135","2013","BLD1","42","4143",76.6,113,8.7,1,1,1,2,5.55555555555556,0.0651604488895417,0,1,-1.80083786006081
"136","2013","BLD1","42","4145",89,NA,13,1,0,1,NA,39.2857142857143,0.579937714610059,0,1,-0.385754081168847
"137","2013","BLD1","42","4146",92.1,131.4,10.8,1,1,1,0,4.76190476190476,0.0555830909560875,0,1,-1.86057534309088
"138","2013","BLD1","42","4147",93,139.5,11.6,1,1,1,0,0,0,0,0,-2.30258509299405
"139","2013","BLD1","42","4148",49.5,59.5,5.6,1,1,0,0,7.69230769230769,0.0914120013270095,0,1,-1.65332709907109
"140","2013","BLD1","42","4149",69.7,111,8.9,1,1,0,0,11.1111111111111,0.134885733987723,0,1,-1.44865612144029
"141","2013","BLD1","42","4150",68.2,123.9,11.3,1,1,0,0,0,0,0,0,-2.30258509299405
"142","2013","BLD1","42","4151",48.5,92.3,7.1,1,1,0,0,0,0,0,0,-2.30258509299405
"143","2013","BLD1","42","4152",85,120,10.3,1,1,1,2,14.2857142857143,0.176966645200943,0,1,-1.28385819448223
"144","2013","BLD1","42","4153",86.3,127.5,4.1,1,1,1,2,7.14285714285714,0.0845956937982129,0,1,-1.68958728438908
"145","2013","BLD1","42","4154",85.7,117.3,12.3,1,1,1,6,8.33333333333333,0.0994230225339571,0,1,-1.61232696907236
"146","2013","BLD1","42","4155",84.2,107.5,9.2,1,1,1,3,3.57142857142857,0.0413886158135554,0,1,-1.95624303927315
"147","2013","BLD1","42","4156",77.9,123.5,13.8,1,1,1,4,0,0,0,0,-2.30258509299405
"148","2013","BLD1","42","4157",107.1,111.3,12.3,1,1,1,5,7.69230769230769,0.0914120013270095,0,1,-1.65332709907109
"149","2013","BLD1","42","4158",80.3,144.1,12.4,1,1,1,7,11.7647058823529,0.143411172210745,0,1,-1.41300319886278
"150","2013","BLD1","42","4159",60.5,103.7,8.7,1,1,1,4,12.5,0.153087020797318,0,1,-1.3740218936732
"151","2013","BLD1","42","4160",58.3,99.1,7.9,1,1,0,2,0,0,0,0,-2.30258509299405
"152","2013","BLD1","42","4161",55,92.5,7,1,1,0,0,0,0,0,0,-2.30258509299405
"153","2013","BLD1","42","4162",71,133.7,11.2,1,1,1,9,0,0,0,0,-2.30258509299405
"154","2013","BLD1","42","4163",30.8,44.6,3,1,1,0,0,0,0,1,0,-2.30258509299405
"155","2013","BLD1","42","4164",55.8,103.4,9.1,1,1,0,0,7.69230769230769,0.0914120013270095,0,1,-1.65332709907109
"156","2013","BLD1","42","4165",84.3,126.5,13,1,1,1,4,11.5384615384615,0.140452085912679,0,1,-1.42523443625896
"157","2013","BLD1","42","4166",85.9,131.2,12.5,1,1,1,5,3.57142857142857,0.0413886158135554,0,1,-1.95624303927315
"158","2013","BLD1","42","4167",73.5,119,11.6,1,1,1,4,4.16666666666667,0.0484603350208625,0,1,-1.90743746065469
"159","2013","BLD1","42","4168",42.8,75.3,5,1,1,0,0,12.5,0.153087020797318,0,1,-1.3740218936732
"160","2013","BLD1","42","4169",80,131.5,11.3,1,1,1,6,18.1818181818182,0.231021186980196,0,1,-1.10557289664995
"161","2013","BLD1","42","4170",89,118.3,13.4,1,1,1,3,7.14285714285714,0.0845956937982129,0,1,-1.68958728438908
"162","2013","BLD1","42","4171",88,127,11.2,1,1,1,6,11.1111111111111,0.134885733987723,0,1,-1.44865612144029
"163","2013","BLD1","42","4172",87.3,127.2,11.5,1,1,1,3,17.6470588235294,0.223437940326424,0,1,-1.12874802169357
"164","2013","BLD1","42","4173",78.5,130.5,13.1,1,1,1,8,17.8571428571429,0.226410703530296,0,1,-1.11959886375125
"165","2013","BLD1","42","4174",50.8,78.1,5.4,1,1,0,0,5.26315789473684,0.0616211937056695,0,1,-1.8224999923257
"166","2013","BLD1","42","4175",82.6,123,10.6,1,1,1,2,50,0.804160939538949,0,1,-0.100747903972064
"167","2013","BLD1","42","4176",74.7,123.9,9.6,1,1,1,5,22.7272727272727,0.297706563558879,0,1,-0.922040823110665
"168","2013","BLD1","42","4177",69.5,110.5,9.2,1,1,0,0,16.6666666666667,0.209672954106757,0,1,-1.17223852514558
"169","2013","BLD1","42","4178",84,111.4,9.9,1,1,0,0,20,0.257209432825209,0,1,-1.02943302264311
"170","2013","BLD1","42","4179",91.2,140.3,15.5,1,1,1,7,12.5,0.153087020797318,0,1,-1.3740218936732
"171","2013","BLD1","42","4180",93,139.3,13.4,1,1,1,6,9.52380952380952,0.114470731430218,0,1,-1.53958200013302
"172","2013","BLD1","42","4181",91,139.5,12,1,1,1,5,20,0.257209432825209,0,1,-1.02943302264311
"173","2013","BLD1","42","4182",87.1,135,13.5,1,1,1,6,7.40740740740741,0.0878718588779856,0,1,-1.67199515026108
"174","2013","BLD1","42","4183",89.5,118.3,9.9,1,1,0,0,21.4285714285714,0.2782364339425,0,1,-0.972235792277402
"175","2013","BLD1","42","4184",86.8,116.8,10.5,1,1,0,0,13.3333333333333,0.164162978843877,0,1,-1.33118902220871
"176","2013","BLD1","42","4185",94.3,129.4,11.6,1,1,1,3,11.1111111111111,0.134885733987723,0,1,-1.44865612144029
"177","2013","BLD1","42","4186",81,110.3,10,1,1,0,0,14.2857142857143,0.176966645200943,0,1,-1.28385819448223
"178","2013","BLD1","42","4187",60.1,94.8,7.9,1,1,0,0,40,0.593733548720805,0,1,-0.36566732775826
"179","2013","BLD1","42","4188",90.4,130.3,13.1,1,1,1,7,17.8571428571429,0.226410703530296,0,1,-1.11959886375125
"180","2013","BLD1","42","4189",91,134.3,12.9,1,1,1,9,30.7692307692308,0.426376553523774,0,1,-0.641738441141259
"181","2013","BLD1","42","4190",94.5,132.3,13.8,1,1,1,9,25,0.332620167518919,0,1,-0.837895147227312
"182","2013","BLD1","42","4191",80.3,119.3,10,1,1,1,5,31.0344827586207,0.430874761929064,0,1,-0.633229138798882
"183","2013","BLD1","42","4192",65.3,112.8,9.8,1,1,0,5,9.09090909090909,0.108973029510275,0,1,-1.56555008074978
"184","2013","BLD1","42","4193",77.5,127.7,13.6,1,1,1,5,57.1428571428571,0.97735501461891,0,1,0.0745089767439068
"185","2013","BLD1","42","4194",83.6,113.5,10.4,1,1,1,3,50,0.804160939538949,0,1,-0.100747903972064
"186","2013","BLD1","42","4195",60.3,107.6,8.2,1,1,0,0,6.25,0.0736169252637208,0,1,-1.75090398574953
"187","2013","BLD1","42","4196",75.5,125,10,1,1,0,0,13.6363636363636,0.168219923728578,0,1,-1.31594802406081
"188","2013","BLD1","42","4197",87.3,127,12.5,1,1,0,3,8,0.0952493654878657,0,1,-1.63347774000967
"189","2013","BLD1","42","4198",68.2,138.7,12.5,1,1,0,7,8,0.0952493654878657,0,1,-1.63347774000967
"190","2013","BLD1","42","4199",77,118.5,10,1,1,0,5,0,0,0,0,-2.30258509299405
"191","2013","BLD1","42","4200",47,59.4,5.6,1,1,0,0,6.25,0.0736169252637208,0,1,-1.75090398574953
"192","2013","BLD1","42","4201",11.2,NA,1,1,0,0,NA,33.3333333333333,0.470592174273355,1,1,-0.561080555205033
"193","2013","BLD1","42","4202",31,NA,3,1,0,0,NA,0,0,1,0,-2.30258509299405
"194","2013","BLD1","42","4204",5.4,NA,4.4,1,0,0,NA,12.5,0.153087020797318,0,1,-1.3740218936732
"195","2013","BLD1","42","4205",43,NA,5.5,1,0,0,NA,20,0.257209432825209,0,1,-1.02943302264311
"196","2013","BLD1","42","4206",59.2,99.1,10,1,1,0,0,25,0.332620167518919,0,1,-0.837895147227312
"197","2013","BLD1","42","4207",43,47.7,3.2,1,1,0,0,25,0.332620167518919,0,1,-0.837895147227312
"198","2013","BLD1","42","4209",31,NA,5.9,1,0,0,NA,5,0.0584466075527783,0,1,-1.84233760328092
"199","2013","BLD1","42","4211",97.5,131.3,10,1,1,0,2,7.40740740740741,0.0878718588779856,0,1,-1.67199515026108
"200","2013","BLD1","42","4212",95,132.5,14.5,1,1,1,7,12,0.146497627782068,0,1,-1.40040290914786
"201","2013","BLD1","42","4213",90,117.3,11,1,1,1,11,15,0.186672839931921,0,1,-1.24941364398832
"202","2013","BLD1","42","4214",89.9,106.3,15.2,1,1,1,1,0,0,0,0,-2.30258509299405
"203","2013","BLD1","42","4215",83.7,130,15.2,1,1,1,3,0,0,0,0,-2.30258509299405
"204","2013","BLD1","42","4216",89.3,145.8,13.5,1,1,1,5,0,0,0,0,-2.30258509299405
"205","2013","BLD1","42","4217",92.5,159.9,12.2,1,1,1,1,0,0,0,0,-2.30258509299405
"206","2013","BLD1","42","4218",76.5,134.3,12.4,1,1,1,3,4.16666666666667,0.0484603350208625,0,1,-1.90743746065469
"207","2013","BLD1","42","4219",87,126.5,12.2,1,1,1,1,4.54545454545455,0.0529870579899805,0,1,-1.87740194946827
"208","2013","BLD1","42","4220",86.5,157.3,11.4,1,1,1,4,5,0.0584466075527783,0,1,-1.84233760328092
"209","2013","BLD1","42","4221",91,152.5,15,1,1,1,8,16.6666666666667,0.209672954106757,0,1,-1.17223852514558
"210","2013","BLD1","42","4222",82.3,121.4,11.1,1,1,1,1,0,0,0,0,-2.30258509299405
"211","2013","BLD1","43","4300",84,134.3,14.5,1,1,1,3,0,0,0,0,-2.30258509299405
"212","2013","BLD1","43","4301",77.5,114.2,10.1,1,1,1,4,0,0,0,0,-2.30258509299405
"213","2013","BLD1","43","4302",84.5,124,12.8,1,1,1,3,0,0,0,0,-2.30258509299405
"214","2013","BLD1","43","4303",91.5,130.5,14.5,1,1,1,5,5.55555555555556,0.0651604488895417,0,1,-1.80083786006081
"215","2013","BLD1","43","4304",91.5,133.5,12.7,1,1,1,7,6.66666666666667,0.0787253874551912,0,1,-1.72190479944688
"216","2013","BLD1","43","4305",82.5,109.3,10,1,1,0,1,9.52380952380952,0.114470731430218,0,1,-1.53958200013302
"217","2013","BLD1","43","4306",80.1,109.5,9,1,1,1,2,30,0.413428335313681,0,1,-0.666644820572804
"218","2013","BLD1","43","4307",92,117.5,13.8,1,1,1,4,19.2307692307692,0.246052560125207,0,1,-1.06116460758493
"219","2013","BLD1","43","4308",90.5,121,8.5,1,1,1,3,0,0,0,0,-2.30258509299405
"220","2013","BLD1","43","4309",100.5,131.4,11.9,1,1,1,4,3.84615384615385,0.0446461793876918,0,1,-1.93346466071427
"221","2013","BLD1","43","4310",80.7,98.5,8.1,1,1,1,1,10,0.120552625294354,0,1,-1.51161894910437
"222","2013","BLD1","43","4311",92.5,124.8,11.4,1,1,1,1,4.54545454545455,0.0529870579899805,0,1,-1.87740194946827
"223","2013","BLD1","43","4312",84,128.5,11.5,1,1,1,5,0,0,0,0,-2.30258509299405
"224","2013","BLD1","43","4313",86,118.8,10.3,1,1,1,4,0,0,0,0,-2.30258509299405
"225","2013","BLD1","43","4314",86,114.4,11.6,1,1,1,5,9.09090909090909,0.108973029510275,0,1,-1.56555008074978
"226","2013","BLD1","43","4315",95.7,132.3,13,1,1,1,7,29.1666666666667,0.399561039612862,0,1,-0.694025486932364
"227","2013","BLD1","43","4316",94.2,132.8,15.2,1,1,1,7,15.3846153846154,0.191936466642749,0,1,-1.2312190803784
"228","2013","BLD1","43","4317",93.5,137.7,15,1,1,1,8,3.84615384615385,0.0446461793876918,0,1,-1.93346466071427
"229","2013","BLD1","43","4318",66.2,92.3,7.9,1,1,0,0,20,0.257209432825209,0,1,-1.02943302264311
"230","2013","BLD1","43","4319",53.6,NA,7.3,1,0,0,NA,4.16666666666667,0.0484603350208625,0,1,-1.90743746065469
"231","2013","BLD1","43","4320",55.7,96.4,6.8,1,1,0,0,5.26315789473684,0.0616211937056695,0,1,-1.8224999923257
"232","2013","BLD1","43","4321",77.5,112.3,8.4,1,1,1,4,0,0,0,0,-2.30258509299405
"233","2013","BLD1","43","4322",28.9,79.2,2,1,1,0,0,0,0,1,0,-2.30258509299405
"234","2013","BLD1","43","4323",82.1,109.6,13,1,1,1,5,11.7647058823529,0.143411172210745,0,1,-1.41300319886278
"235","2013","BLD1","43","4324",82,113.3,11.7,1,1,1,4,0,0,0,0,-2.30258509299405
"236","2013","BLD1","43","4325",86,110.8,13.7,1,1,1,3,0,0,0,0,-2.30258509299405
"237","2013","BLD1","43","4326",89,122.4,12.1,1,1,1,5,4.76190476190476,0.0555830909560875,0,1,-1.86057534309088
"238","2013","BLD1","43","4327",84.7,119,11,1,1,1,4,5.55555555555556,0.0651604488895417,0,1,-1.80083786006081
"239","2013","BLD1","43","4328",77,104.8,8.5,1,1,1,3,5,0.0584466075527783,0,1,-1.84233760328092
"240","2013","BLD1","43","4329",86.4,134,14.9,1,1,1,6,0,0,0,0,-2.30258509299405
"241","2013","BLD1","43","4330",91.3,114.4,9.5,1,1,1,4,4.16666666666667,0.0484603350208625,0,1,-1.90743746065469
