TranYr,PlantID,x,y
402013,C,-11.90986544,-3.191238826
402013,CA,11.0891189,4.480294857
402013,CB,12.20173953,4.929822769
402013,CC,12.57261307,5.079665407
402013,CD,12.59115675,5.087157539
402013,CE,12.92494293,5.222015912
402013,CF,13.72363227,5.268008858
402013,CG,14.17664114,5.727734813
402013,CH,14.53824284,5.873831385
402013,CI,14.69586409,5.937514506
402013,CJ,14.73189913,5.655046244
402013,CK,15.60829443,5.680954581
402013,CL,15.55344991,5.970410039
402013,CM,15.34489279,6.199739121
402013,CN,16.60839579,6.375365822
402013,CO,17.65682434,6.426558493
402013,CP,18.2367317,5.575528409
402013,CQ,17.87986251,5.809519494
402013,CR,17.56601386,5.707543886
402013,CS,17.57688141,5.373791933
402013,CT,17.12741818,5.236377232
402013,CU,16.89898061,4.845704715
402013,CV,16.74489628,5.11942855
402013,CW,16.73556613,4.798846365
402013,CX,16.62057666,5.081420228
402013,CY,16.4342566,5.339813663
402013,CZ,16.02766771,4.900149771
402013,DA,15.56282686,4.462568791
402013,DB,15.35134928,4.401928572
402013,DC,14.96616943,4.575617179
402013,DD,14.48621376,4.153854952
402013,DE,12.78478056,3.665976832
402013,DF,12.47717681,3.577772879
402013,DG,12.98255682,3.236914963
402013,DH,12.53039903,2.892870559
402013,DI,12.06441357,3.232649873
402013,DJ,11.99679876,3.21453254
402013,DK,11.99654597,3.439954201
402013,DL,11.68894222,3.351750247
402013,DM,10.49859976,2.61759491
402013,DN,9.408117548,2.520897499
402013,DO,9.120779827,2.274065819
402013,DP,9.568314036,2.209019354
402013,DQ,9.096772687,1.933578725
402013,DR,9.119316534,1.772615567
402013,DS,8.932807369,1.736361858
402013,DT,8.773983979,1.864967867
402013,DU,8.496506965,1.961573194
402013,DV,8.55978904,1.66385444
402013,DW,8.429954366,1.486428401
402013,DX,8.275128702,1.758932904
402013,DY,8.223144738,1.449962284
402013,DZ,7.437293205,1.177951522
402013,E,-11.92628959,-2.753400905
402013,EA,6.625716441,1.52966717
402013,EB,6.41009733,1.015259678
402013,EC,6.182929012,0.979279751
402013,ED,6.225707065,0.65434818
402013,EE,5.249946059,0.459310764
402013,EF,4.538916429,0.317391956
402013,EG,4.337356189,0.151463816
402013,EH,4.109141068,0.504539082
402013,EI,2.311067335,-0.750911296
402013,EJ,2.067323766,-0.752444315
402013,EK,-0.077568611,-0.886613281
402013,EL,-0.980350639,-1.568888978
402013,EM,-1.034506871,-1.533719509
402013,EN,-1.754241775,-1.471983626
402013,END,18.08908295,6.583887759
402013,EO,-1.944543648,-1.944543648
402013,EP,-2.601006889,-2.341957122
402013,EQ,-3.274405591,-2.467441595
402013,ER,-3.380566133,-2.641187729
402013,ES,-4.177675426,-2.925239825
402013,ET,-5.734449242,-3.445604721
402013,EU,-5.501315562,-3.996939716
402013,EV,-6.183703039,-3.01599349
402013,EW,-7.259525374,-3.385172277
402013,EX,-7.630761453,-3.721771036
402013,EY,-7.609195717,-3.877078868
402013,EZ,-9.797187178,-4.568503409
402013,F,-11.26371795,-2.600434188
402013,FA,-9.426849026,-4.803219487
402013,FB,-9.444669156,-4.812299297
402013,FC,-9.385732912,-4.990482712
402013,FD,-9.878754879,-4.606539053
402013,FE,-11.62943368,-5.177757466
402013,FF,-12.13225397,-5.149836273
402013,FG,-12.24271455,-5.196724009
402013,FH,-12.19583186,-5.429934185
402013,FI,-12.61897226,-5.098395736
402013,FJ,-12.2666424,-4.956045231
402013,G,-11.22913446,-2.386826211
402013,H,-11.43740488,-3.496765588
402013,I,-10.01634687,-2.872141248
402013,J,-9.916422323,-2.472441773
402013,K,-10.20165458,-2.355237539
402013,L,-9.489492203,-2.365996139
402013,M,-9.508898118,-2.370834577
402013,N,-9.504710131,-2.546779404
402013,O,-9.388799032,-2.515721118
402013,P,-9.204368923,-1.956449011
402013,Q,-7.34103628,-1.967024743
402013,R,-6.995977065,-1.61514857
402013,S,-7.146245895,-1.389089486
402013,T,-7.470182866,-1.452056455
402013,U,-7.397785671,-1.171694143
402013,V,-5.544165669,-1.279971499
402013,W,-5.259002836,-1.311216674
402013,WESTENDPOINT,-16.32246082,-5.94088989
402013,X,-4.624526813,-0.486057354
402013,Y,-4.672153134,-0.408760433
402013,Z,-4.473860316,-0.234465084
402014,a,0.417226693,-1.231227796
402014,b,0.519372004,-1.428514166
402014,c,0.393033234,-1.55097546
402014,d,0.801338836,-1.430893452
402014,e,-0.037601833,-1.70958653
402014,f,-0.02764464,-1.599761162
402014,g,-0.189466723,-1.316435475
402014,h,-0.286209598,-1.319311967
402014,i,-0.211999683,-1.160799782
402014,j,-0.621151648,-1.63605337
402014,k,-0.894593816,-2.345165646
402014,l,-0.953528236,-2.397328493
402014,m,-1.37658867,-2.311082784
402014,n,-1.657248801,-3.071420911
402014,o,-1.71514519,-3.096752651
402014,p,-1.681229889,-3.035517429
402014,q,-2.078452177,-3.684146651
402014,r,-2.737694614,-3.869448048
402014,s,-2.801654778,-3.946686015
402014,t,-2.840030902,-3.819924669
402014,u,-2.846275998,-4.049841101
402014,v,-3.037399513,-4.208361225
402014,w,-3.242278314,-4.179920015
402014,x,-3.023159065,-3.689635384
402014,y,-3.495051642,-3.561560615
402014,z,-2.983211138,-3.448775334
402014,aa,-2.915828453,-3.214583089
402014,ab,-2.813725306,-3.211829681
402014,ac,-2.370274578,-2.722847484
402014,ad,-2.032828124,-2.612223156
402014,ae,-1.751382789,-2.666225483
402014,af,-3.916135716,-4.196603514
402014,ag,-4.166010748,-5.183324652
402014,ah,-3.982497786,-5.035485218
402014,ai,-3.671840909,-4.858568137
402014,ak,-4.05389524,-6.321869453
402014,al,-4.658474822,-5.966867883
402014,am,-4.72251891,-5.800708159
402014,an,-4.788214116,-5.642074581
402014,ao,-4.714834383,-5.467973733
402014,ap,-4.788695016,-5.296036257
402014,aq,-5.164553347,-5.951620681
402014,ar,-5.128520322,-5.689804856
402014,as,-5.234853197,-5.59212947
402014,at,-5.378367449,-5.745438502
402014,au,-5.355249226,-5.684839991
402014,av,-5.199230007,-5.433084514
402014,aw,-6.67277109,-8.249013636
402014,ax,-6.386491499,-8.233415229
402014,ay,-6.04818589,-7.647349046
402014,az,-6.152178593,-7.460536077
402014,ba,-5.945179248,-7.396955029
402014,bb,-5.995615253,-7.31739009
402014,bc,-5.913855859,-7.357982664
402014,bd,-5.560941578,-7.215817956
402014,be,-5.536583369,-6.955454306
402014,bf,-5.762312867,-6.965439715
402014,102,0.376609544,-0.32888486
402014,4036,0.274270144,-0.318081574
402014,4035,-0.17989476,-0.227459613
402014,101,-0.387634642,-0.99731609
402014,4032,-0.813476615,-0.710391298
402014,355,-0.390438179,-1.028376404
402014,99,-1.198863646,-1.550588907
402014,98,-1.257390012,-1.719264482
402014,100,-1.385905622,-1.537584341
402014,4009,-1.451224902,-2.121048393
402014,94,-1.91145406,-2.140851087
402014,95,-1.97282792,-1.97282792
402014,91,-3.128358504,-2.993705576
402014,92,-3.149862254,-3.100768902
402014,90,-3.202286305,-2.988270808
402014,86,-3.570258478,-3.117828475
402014,85,-3.879584207,-2.893860118
402014,84,-3.670669608,-3.185244831
402014,4024,-3.664878758,-3.282539213
402014,83,-3.738378535,-3.380255306
402014,81,-4.107613652,-3.333408179
402014,82,-3.987887969,-3.460512902
402014,80,-3.929148431,-3.497054848
402014,79,-3.859005324,-3.544809997
402014,78,-4.054290326,-4.105560857
402014,77,-4.318932656,-4.107118298
402014,75,-4.48398409,-3.757178021
402014,74,-4.661551301,-3.534464524
402014,76,-4.66072364,-3.568550847
402014,4022,-5.150002066,-3.0785514
402014,73,-5.467430527,-3.028151818
402014,72,-5.330556432,-3.301222218
402014,71,-5.099064973,-3.716939117
402014,70,-5.155631463,-3.75817299
402014,69,-5.365851748,-3.860017489
402014,68,-5.279674933,-3.977075887
402014,4020,-5.616472854,-4.244623973
402014,87,-5.473616165,-4.615747619
402014,108,-5.279438493,-4.895664327
402014,4018,-5.879056624,-4.104338341
402014,67,-5.181269881,-4.92716373
402014,4017,-5.844664153,-4.489632606
402014,65,-5.387911506,-5.188526727
402014,66,-3.488195557,-6.321462786
402014,58,-5.952588283,-5.841428998
402014,57,-6.054421307,-5.7938228
402014,56,-6.22239666,-5.538111574
402014,55,-6.264582077,-5.50550737
402014,54,-6.503131769,-5.379858473
402014,53,-6.506607315,-5.46937485
402014,61,-6.340182067,-5.278692201
402014,52,-6.536231594,-5.511821528
402014,60,-6.7275982,-5.547776353
402014,59,-6.750743607,-5.566862739
402014,51,-6.834375491,-5.763237948
402014,50,-6.696597569,-5.997973074
402014,4011,-6.856343271,-5.690224683
402014,49,-7.337797545,-5.954765083
402014,48,-7.296022307,-6.331165651
402014,44,-6.702339543,-7.025862556
402014,45,-7.976658579,-6.812710027
402014,46,-7.707012076,-7.057227845
402014,44,-8.720904458,-7.122740023
402014,36,-8.643480408,-7.766250474
402014,43,-9.011373631,-7.383606522
402014,42,-9.030538143,-7.328456922
402014,41,-8.957108382,-7.433694199
402014,40,-8.957108382,-7.433694199
402014,39,-9.019108716,-7.389944382
402014,37,-8.967251064,-7.561832342
402014,endpoint start,-14.0940431,-12.15277948
402014,2,-12.13100786,-11.21378832
402014,30,-9.204913735,-8.218586444
402014,31,-9.309787929,-8.130033746
402014,32,-9.469027351,-7.959549047
402014,27,-9.152369034,-8.7035074
402014,29,-8.893195444,-8.727122939
402014,63,-5.670216946,-5.529470118
402014,4013,-6.068039605,-5.182595426
402014,64,-6.037623367,-5.156617504
402014,62,-6.071811678,-5.006995401
402014,88,-3.877090562,-2.863663523
402014,89,-3.508899401,-2.704168078
402014,122,-3.486025998,-2.651796134
402014,4027,-2.684761811,-2.618120321
402014,93,-2.934348482,-1.907773305
402014,96,-2.106324525,-1.798971094
402014,4067,-1.938281316,-2.143633723
402014,4028,-1.94854672,-1.954677896
402014,95,-1.927366865,-1.933431397
402014,97,-2.107245884,-1.505860147
402014,104,0.084059075,0.370586119
402014,105,0.111436911,0.141357048
402014,4038,-0.016530034,-0.169194438
402014,106,-0.156051441,0.155074008
402014,4037,-0.121280192,0.069936507
402014,107,0.46042274,0.194963844
402014,103,0.764227734,0.094106166
402014,4041,1.024231567,0.180415345
402014,4040,0.573132265,0.46810192
402014,4043,0.665682437,0.937745644
402014,109,0.659544486,1.01444619
402014,163,1.020816871,1.257908151
402014,162,1.037755418,1.15133127
402014,114,1.277642717,1.310163764
402014,113,1.341371153,1.483483545
402014,110,1.643370246,0.827607538
402014,111,1.512013392,1.048530163
402014,112,1.397988036,1.035967881
402014,4047,1.357117551,1.104867392
402014,114,1.66985056,1.462873578
402014,115,1.596221526,1.64200391
402014,117,2.293736531,1.790774337
402014,116,2.001787095,1.856272724
402014,118,2.31918151,2.5811426
402014,4051,2.424444781,2.647672091
402014,121,2.715387623,2.378816945
402014,120,2.680216625,2.281849873
402014,119,2.835634279,2.185309643
402014,4054,3.31835132,2.718941801
402014,164,3.324249348,2.821163992
402014,123,3.099993534,2.759083197
402014,125,3.123849395,3.027220665
402014,124,2.915760129,2.924934678
402014,129,3.287159775,3.511506886
402014,126,3.413873792,2.962408773
402014,127,3.706869652,3.017866362
402014,128,3.94764588,3.002947221
402014,130,3.951043372,3.472298414
402014,131,4.174833299,3.611255589
402014,132,4.195286532,3.769505394
402014,191,3.836393454,3.671264805
402014,4057,4.941695984,3.971805736
402014,133,5.078969787,3.926890105
402014,134,4.513517831,4.265238187
402014,135,4.433089938,4.391504708
402014,136,4.581165398,4.411635025
402014,137,5.987705377,4.466350223
402014,138,5.915285607,4.723801031
402014,140,6.212144133,4.633763619
402014,141,6.319416993,4.807137285
402014,143,6.3686494,4.940030852
402014,142,6.383072757,5.163378949
402014,143,6.055881469,5.288468553
402014,139,5.668969773,5.240341756
402014,207,5.529103383,5.257938358
402014,144,6.21266603,5.815744217
402014,145,6.26894622,6.018007418
402014,146,6.518640028,6.044785537
402014,147,6.683632663,5.967466332
402014,148,6.789836104,5.70745352
402014,151,6.807881899,5.560291723
402014,149,6.821787761,5.716048613
402014,150,7.020602558,5.679087931
402014,4058,7.049481867,5.432753023
402014,4059,7.114751963,5.429807041
402014,152,7.112847996,5.481586758
402014,153,7.100184542,5.579272306
402014,155,7.378938522,5.742278841
402014,154,7.386830435,5.748420315
402014,156,7.726182688,6.012503727
402014,4061,7.520211505,5.57279274
402014,157,7.674311898,6.348742938
402014,158,7.713517752,6.50459406
402014,159,7.744096613,6.53038036
402014,166,7.097685299,6.728392333
402014,165,7.170258769,6.797189801
402014,167,7.646880902,7.180899141
402014,4090,7.753853698,7.212894899
402014,160,8.176402345,6.57164703
402014,161,8.230751327,6.551727451
402014,168,8.830081762,7.304878923
402014,208,8.799261232,7.279381963
402014,169,9.498118624,7.415405761
402014,170,9.388034558,7.791328971
402014,173,9.603497646,7.970146357
402014,174,9.497417061,8.034467572
402014,171,9.148993968,8.040417239
402014,172,8.946034114,8.191786963
402014,177,9.703959966,8.829924177
402014,178,10.30485278,8.829207727
402014,176,10.2421918,8.500212181
402014,175,10.32422199,7.65068234
402014,179,10.60658926,8.718552875
402014,4070,10.72510613,8.731609161
402014,180,11.0930878,8.944601898
402014,186,11.10716143,9.336544597
402014,185,11.13482459,9.241027067
402014,184,11.0765421,9.310806363
402014,183,10.99547026,9.391018779
402014,181,10.7471705,9.296366289
402014,182,10.58490485,9.450708399
402014,endpoint,14.75326259,12.52053286
402014,bg,11.78868268,9.323511172
402014,bh,12.03395276,9.15414556
402014,bi,12.08966551,9.196525863
402014,bj,11.21325607,8.954629432
402014,bk,11.50070221,8.748505512
402014,bl,11.68339286,8.772139492
402014,bm,11.53199947,8.573790769
402014,bn,11.35506086,8.609593071
402014,bo,11.363519,8.531971402
402014,bp,11.68501742,8.602352461
402014,bq,11.95190812,8.540959678
402014,br,11.95120663,8.455664378
402014,bs,11.82233269,8.532810194
402014,bt,11.39733432,7.956806546
402014,bu,11.24915487,7.958951853
402014,bv,11.19201113,7.918521764
402014,bw,10.82419031,8.23388754
402014,bx,10.38393293,8.133267294
402014,by,10.88584759,7.448115351
402014,bz,10.22741015,7.529281616
402014,ca,9.904350637,7.707550743
402014,cb,9.687292771,7.56309849
402014,cc,9.627985573,7.590091819
402014,cd,9.561176673,7.46463667
402014,ce,9.870813745,7.338735314
402014,cf,9.820127606,7.373160367
402014,cg,9.657778079,7.322685475
402014,ch,9.431383815,7.058144185
402014,ci,9.493636309,7.058312095
402014,cj,9.83055419,6.794314116
402014,ck,9.472574107,7.01957547
402014,cl,8.908487096,6.68868131
402014,cm,9.067592663,6.436859739
402014,cn,8.842555749,6.424492808
402014,co,8.912879428,6.222337205
402014,cp,8.711836948,6.143248082
402014,cq,8.422594035,6.303198372
402014,cr,8.279233849,6.277450667
402014,cs,8.042448415,5.959792235
402014,ct,7.647298385,6.489971295
402014,cu,8.403819091,5.691952625
402014,cv,8.490918454,5.615754963
402014,cw,8.400796931,5.443042433
402014,cx,7.95353546,5.552591618
402014,cy,7.905912937,5.445781912
402014,cz,7.814143602,5.455278157
402014,da,8.205914151,5.153549548
402014,db,7.903456412,5.033117994
402014,dc,7.641926254,5.15842642
402014,dd,7.59845453,5.025493881
402014,de,7.706276447,4.839762734
402014,df,7.779258018,4.485927405
402014,dg,7.581183528,4.662151468
402014,dh,7.65882662,5.7881236
402014,di,7.483311843,5.655479101
402014,dj,7.224718615,5.128649036
402014,dk,7.293812477,4.923443871
402014,dl,7.065909688,4.867167584
402014,dm,7.128044011,4.81154742
402014,dn,7.168344088,4.549169489
402014,do,7.133216555,4.340474811
402014,dp,6.930617666,4.307219377
402014,dq,6.836605801,4.115971468
402014,dr,6.461416406,4.057954908
402014,ds,6.305033583,4.043099247
402014,dt,6.291748871,4.118773621
402014,du,6.312338589,4.39209307
402014,dv,5.459312696,3.901282467
402014,dw,5.950422768,3.332396867
402014,dx,5.453100044,3.053882759
402014,dy,5.11302921,3.177629982
402014,dz,5.102778841,3.432804699
402014,ea,4.701358043,3.293149337
402014,eb,4.545738177,3.184142651
402014,ec,4.1868039,2.388110782
402014,ed,4.408046684,2.185297333
402014,ee,4.36194615,2.188110095
402014,ef,4.439411478,2.097552318
402014,eg,4.063725489,2.420544391
402014,eh,3.904164417,2.114497624
402014,ei,3.487137435,1.790606743
402014,ej,3.636361979,1.690257838
402014,ek,3.719428193,1.602608472
402014,el,3.829819636,1.572285455
402014,em,3.583890903,1.322167158
402014,en,3.366740068,1.09392016
402014,eo,3.442519884,0.982576637
402014,ep,3.173867465,1.273956558
402014,eq,2.904924268,0.568344084
402014,er,2.24701881,0.535729844
402014,es,1.996067598,0.236250169
402014,et,2.108852133,0.069589363
402014,eu,2.42,0
402014,ev,2.303972344,-0.166767613
402014,ew,1.869041674,-0.439412359
402014,ex,1.843348668,-0.156734446
402014,ey,1.679593783,0.036942152
402014,ez,1.679451652,0.589781441
402014,fa,1.281681157,0.217470487
402014,fb,1.164125031,-0.246805411
402014,fc,0.908020333,-0.059992294
402014,fd,-5.909702469,-6.234061014
402014,fe,-6.066469645,-6.123915908
402014,ff,-6.051347696,-6.756189093
402014,fg,-6.136937333,-6.514637378
402014,fh,-6.222070153,-6.461171953
402014,fi,-6.24877155,-6.738616632
402014,fj,-6.576718247,-6.74412167
402014,fk,-6.731621705,-6.774051167
402014,fl,-6.578094319,-6.895619996
402014,fm,-6.460483868,-7.033110847
402014,fn,-6.416002828,-6.897195641
402014,fo,-6.885308532,-7.127455817
402014,fp,-7.257630538,-7.280466947
402014,fq,-6.560213704,-7.441101811
402014,fr,-6.177627108,-7.491396619
402014,fs,-6.150040819,-7.410391213
402014,ft,-6.359360014,-7.469580993
402014,fu,-6.506416895,-7.593848773
402014,fv,-6.610585691,-7.569851836
402014,fw,-6.643288066,-7.487778287
402014,fx,-7.770271651,-8.300589043
402014,fy,-7.759573965,-8.474025718
402014,fz,-7.732832873,-8.606288152
402014,ga,-7.954437371,-8.470615451
402014,gb,-8.002834835,-8.575985926
402014,gc,-8.110869525,-8.529167342
402014,gd,-8.158366234,-8.525318786
402014,ge,-8.103978387,-8.521920811
402014,gf,-8.47735305,-8.450762407
402014,gg,-8.41705069,-8.496755715
402014,gh,-8.909687436,-8.994057471
402014,gi,-9.071553796,-9.157456619
402014,gk,-9.300027018,-9.126357295
402014,gl,-9.02200365,-8.88138785
402014,gm,-9.710502575,-7.434987541
402014,gn,-9.345682413,-7.46323122
402014,go,-9.281771741,-7.26999404
402014,gp,-9.501731775,-7.180890842
402014,gq,-9.413385791,-6.99864758
402014,gr,-9.484205473,-6.936306405
402014,gs,-8.989555363,-6.596240928
402014,gt,-8.858736088,-6.436248513
402014,gu,-8.931508867,-6.403768372
402014,gv,-8.960428047,-6.276490199
402014,gw,-9.063862887,-6.285482445
402014,gx,-8.809520703,-5.966736544
402014,gy,-8.796617662,-6.16174632
402014,gz,-8.59449867,-6.306361282
402014,ha,-8.32823383,-6.460040346
402014,hb,-8.366672833,-6.058686797
402014,hc,-7.581409675,-5.823729676
402014,hd,-7.875006453,-5.646270748
402014,he,-7.634318757,-5.620282655
402014,hf,-7.549534229,-5.430886937
402014,hg,-7.592429378,-5.336048739
402014,hh,-7.669414591,-4.935025819
402014,hi,-7.477945975,-5.203116758
402014,hj,-7.136483552,-5.662393708
402014,hk,-7.00659614,-5.487951396
402014,hl,-7.020733362,-5.534699907
402014,hm,-6.956007009,-4.954348241
402014,hn,-6.858264522,-4.884732106
402014,ho,-6.725347978,-5.049534095
402014,hp,-6.635736978,-4.885140198
402014,hq,-6.731021393,-4.890373299
402014,hr,-6.336845482,-4.899437655
402014,hs,-6.893306624,-4.329194357
402014,ht,-6.986109031,-4.235939165
402014,hu,-6.850964446,-4.302602255
402014,hv,-6.274077939,-4.163753837
402014,hw,-5.788861892,-4.041370807
402014,hx,-5.75866154,-4.101550593
402014,hy,-5.630821442,-3.970635955
402014,hz,-5.572730569,-4.102569196
402014,ia,-6.03572962,-3.40512378
402014,ib,-5.767713256,-3.289845558
402014,ic,-5.680383364,-3.076498796
402014,id,-5.481064856,-3.126344198
402014,ie,-5.485679817,-3.015778
402014,if,-5.200857424,-2.743261208
402014,ig,-5.086067617,-3.183067106
402014,ih,-5.291390694,-3.288477539
402014,ii,-5.171784713,-3.562449001
402014,ij,-5.085052809,-3.633832402
402014,ik,-5.32148919,-3.715084495
402014,il,-4.829369832,-2.71455098
402014,im,-3.768348817,-2.173027195
402014,in,-4.843778833,-2.584164588
402014,io,-4.820812148,-2.342940509
402014,ip,-4.734264674,-2.33776346
402014,iq,-4.633832414,-2.057303371
402014,ir,-4.546065324,-2.462151513
402014,is,-4.2921106,-2.809748494
402014,it,-3.878464716,-2.565153298
402014,iu,-4.010073681,-2.527233482
402014,iv,-4.227824499,-2.030172407
402014,iw,-3.666801109,-1.57310827
402014,ix,-3.544303767,-1.313891474
402014,iy,-3.492637393,-1.251233008
402014,iz,-3.440255423,-1.093957323
402014,ja,-3.476227432,-1.854573493
402014,jb,-3.183736278,-1.743766989
402014,jc,-3.122341915,-1.710140628
402014,jd,-2.405002355,-1.013934749
402014,je,-2.539753053,-0.72059311
402014,jf,-1.632335181,-1.591817155
402014,jg,-2.051044252,-0.767670161
402014,jh,-2.385609553,-1.3066243
402014,ji,-2.602776278,-1.409665083
402014,jk,-1.05508861,0.230625292
402014,jj,-0.69050501,0.403983702
402014,jl,-0.55153164,0.343966351
402014,jm,-0.380963061,0.339068056
402014,jn,-0.542000076,0.95720213
402014,jp,-0.612163182,1.169468357
402014,jo,-0.18234012,1.064496163
402014,jq,0.145746373,1.231404887
402014,jr,0.004743797,1.509992548
402014,js,0.85710833,2.015307746
402014,jt,0.859713916,1.581420874
402014,ju,1.2741667,2.185726245
402014,jv,1.28096519,2.646266839
402014,jw,1.254552659,2.801963173
402014,jx,1.772581048,2.023377481
402014,jy,1.89467829,2.750598876
402014,jz,1.810408503,3.007078491
402014,ka,2.151546388,2.567751573
402014,kb,2.328998169,2.692464954
402014,kc,2.35092138,2.778986986
402014,kd,2.559677506,3.164324741
402014,ke,2.674032697,3.081549794
402014,kf,2.649458087,3.57531423
402014,kg,2.881156434,3.482719857
402014,kh,3.155615907,3.826707233
402014,ki,2.827875441,3.754080512
402014,kj,3.760388985,3.917189641
402014,kk,3.571402487,4.235172284
402014,kl,3.390118812,3.96931914
402014,km,3.253547597,4.221768354
402014,kn,3.271860248,4.245530652
402014,ko,3.159871703,4.167506547
402014,kp,3.086610354,4.40649935
402014,kq,3.379283875,4.590254949
402014,kr,3.522644572,4.468453337
402014,ks,3.849530642,4.217251929
402014,kt,4.440768382,4.482820114
402014,ku,4.57951423,5.080713475
402014,kv,4.791829742,5.102780392
402014,kw,4.797736777,5.206546054
402014,kx,4.867407669,5.400115053
