"","sensitivity","pars","type","name","lambda","elasticity"
"242",0.349657377733356,0.311489081523011,"Pods","(Intercept)",1.19542976761068,0.091109037426428
"243",0.277250028336843,0.0221188375151557,"Pods","h_apical",1.19542976761068,0.00512991101109347
"244",-0.0800401815583273,-1.27934504064115,"Pods","herb_avg",1.19542976761068,0.085658741402541
"245",-0.177540270160004,-0.926203203635382,"Pods","Cardenolides",1.19542976761068,0.137555857693884
"246",-0.200956615323198,-0.024195281298766,"Pods","LMA",1.19542976761068,0.00406732538232742
"247",0.000170597017609857,22.6645161290323,"Seedlings","mean",1.19542976761068,0.00323440068328851
"248",0.000195002386469537,8.57722221321688,"Seedlings","sd",1.19542976761068,0.00139914434638835
"249",599.088787678544,0.000583648676025454,"Seedlings","seedling.emergence",1.19542976761068,0.292495123698602
"250",0.00194227456978825,180.024691358025,"Seedlings","seeds.per.pod",1.19542976761068,0.292495125545965
"251",0.778232057824492,-0.220653676553019,"Clonal","a",1.19542976761068,-0.14364688702174
"252",1.32497297706016,-0.0828125183146003,"Clonal","b",1.19542976761068,-0.0917865289137413
"253",0.0137890400054188,-0.220653676553019,"Budlings","mean",1.19542976761068,-0.00254519542324399
"254",0.0108907120530594,-0.0828125183146003,"Budlings","sd",1.19542976761068,-0.000754446071018988
"255",-0.13439575355682,0.754518950437318,"Herbivory","pmunch",1.19542976761068,-0.0848265165084535
"256",-0.18803717689465,0.597712947492163,"Herbivory","mean",1.19542976761068,-0.0940182838716209
"257",0.0392467084042971,0.824698647065116,"Herbivory","sd",1.19542976761068,0.0270753733926793
"258",-0.297654415312089,1.60515021459227,"Cardenolides","mean",1.19542976761068,-0.39967220288272
"259",0.14280712533098,0.773251370059075,"Cardenolides","sd",1.19542976761068,0.0923733106772868
"260",-0.00360912891135812,54.8125316455696,"LMA","mean",1.19542976761068,-0.165484830666509
"261",-0.000735364880563343,20.9186469700869,"LMA","sd",1.19542976761068,-0.0128680402207572
"262",0.0349127691629602,-9.69698536094195,"Flowering","(Intercept)",1.81092113415892,-0.186948291174706
"263",2.38902327251429,0.172778286399635,"Flowering","h_apical",1.81092113415892,0.227934469043335
"264",0.00532662859004,-0.122197272167628,"Flowering","herb_avg",1.81092113415892,-0.00035943005538742
"265",0.0453097651648535,-1.31305068840925,"Flowering","Cardenolides",1.81092113415892,-0.0328529040934765
"266",0.168038551800645,-5.42691370382311,"Survival","(Intercept)",1.81092113415892,-0.50357285159249
"267",0.077382810076912,0.0111430136614963,"Survival","h_apical",1.81092113415892,0.000476154203287541
"268",-0.0343522954105835,0.582864535714279,"Survival","herb_avg",1.81092113415892,-0.0110566574863621
"269",-0.0769535153210569,0.582557130878353,"Survival","Cardenolides",1.81092113415892,-0.0247552575597168
"270",-0.0879406428737773,0.0799013043585342,"Survival","LMA",1.81092113415892,-0.00388010937594272
"271",0.452163881049637,0.575582595648383,"Pods","(Intercept)",1.81092113415892,0.143715623725311
"272",0.294833692019321,0.0216037829487919,"Pods","h_apical",1.81092113415892,0.00351728353500866
"273",-0.0996401596913868,-3.38800685408205,"Pods","herb_avg",1.81092113415892,0.186414271504451
"274",-0.153536509231962,-0.756833301705031,"Pods","Cardenolides",1.81092113415892,0.0641670921071118
"275",-0.143268656778636,-0.0248661613218837,"Pods","LMA",1.81092113415892,0.00196725382714238
"276",4.50026520504945e-05,22.8573333333333,"Seedlings","mean",1.81092113415892,0.000568020660535238
"277",6.80036587828997e-05,7.8913652951959,"Seedlings","sd",1.81092113415892,0.000296336324505353
"278",850.943734870367,0.0005313675423272,"Seedlings","seedling.emergence",1.81092113415892,0.249687229624609
"279",0.0021021222526828,215.098765432099,"Seedlings","seeds.per.pod",1.81092113415892,0.249687240824776
"280",0.862170014552832,0.757968422145627,"Clonal","a",1.81092113415892,0.360864773857422
"281",1.79892536465888,-0.405211330522059,"Clonal","b",1.81092113415892,-0.402527159672177
"282",0.0176076701438547,0.757968422145627,"Budlings","mean",1.81092113415892,0.0073697621088269
"283",0.0126995185468682,-0.405211330522059,"Budlings","sd",1.81092113415892,-0.00284164158797345
"284",-0.456629143003227,0.767401392111369,"Herbivory","pmunch",1.81092113415892,-0.193502540452735
"285",-0.528743004428795,0.617741166322194,"Herbivory","mean",1.81092113415892,-0.180364740396189
"286",0.160628764359266,0.8847973699616,"Herbivory","sd",1.81092113415892,0.0784815559134055
"287",-0.258176544578283,1.51470852017937,"Cardenolides","mean",1.81092113415892,-0.215946572386116
"288",0.058164311800655,0.870343357979725,"Cardenolides","sd",1.81092113415892,0.0279542391395602
"289",0.00207285256824492,52.1701260504202,"LMA","mean",1.81092113415892,0.0597160073563893
"290",-0.00622373321925495,19.9354375881958,"LMA","sd",1.81092113415892,-0.068513665679684
"291",0.0384175290969303,-8.766604349667,"Flowering","(Intercept)",1.71988428798317,-0.195822056191668
"292",2.53775701969768,0.152944237198627,"Flowering","h_apical",1.71988428798317,0.22567524704134
"293",0.00970746183530211,-0.118018416901568,"Flowering","herb_avg",1.71988428798317,-0.000666125788775131
"294",0.0398970770903463,-0.789931931071393,"Flowering","Cardenolides",1.71988428798317,-0.0183244741348494
"295",0.227033895089797,-1.19059305155227,"Survival","(Intercept)",1.71988428798317,-0.157164630114584
"296",0.192667295764861,-0.00382739423616133,"Survival","h_apical",1.71988428798317,-0.000428757738215024
